text,offensive
Chupa sua pistoleira,1
"😂😂😂😂...a criatura se lascou!!! Vá se informar , vá!",1
toma pra deixa de ser besta .kkk,1
Vaca,1
"Globo lixo com seus repórter de bosta, falando mentira",1
🤣🤣🤣🤣🤣🤣🤣,1
Tudo é culpa do presidente!? Globo lixo vá a merda. Parem de atrapalhar o Brasil,1
"Assisti a Globo falando mal do governo bolsonaro, e depois mudei para a Record, sbt, band , redetv, todas noticiando completamente ao contrário! 😂😂😂🤷🏻‍♀️",1
A ânsia de culpar Bolsonaro é tanta que recorrem a mentiras,1
😂😂 lixo💩,1
Jumenta,1
A GLOBOLIXO NÃO CANSA DE PASSAR VERGONHA!!,1
Essa repórter pau mandado da GLOBO LIXO só fala merda. E o caso Celso Daniel a globo não fala nada .🤮,1
Isso é uma palesma RIDÍCULA... ESSA.MULHER É UMA PIADA KKKKE SE ACHA COM ESSA VOZ FORÇADA. R I D Í C U L A!!!!!!!,1
"Toma, palhaça 🤦🤣🤣🤣",1
Só vergonha. Tomou papuda!!!!,1
👈👎👎👎👎,1
"Esta idiota não cansa de passar vergonha, parece que se não passar o dia fica perdido",1
Mídia lixão 🤮,1
Globo lixo!,1
"Tá feio e cansativo essa globo, claramente buscando ou plantando notícias falsas pra derrubar o governo",1
"Bem feito.Não tem vergonha na cara,fuça..",1
Mó cara de cu essa mulher ficou depois😂😂😂😂,1
Kkkkkk outra babaca.,1
RIDÍCULA e não vai ter. 🤮,1
Desespero da globolixo,1
Leilane vergonha alheia 🤣🤣🤣🤣,1
TOMA VERGONHA NOS CORNOS SUA ESCROTA,1
Mais um lixo.,1
Biscate,1
😂😂😂😂😂😂😂 fala burrice idiota,1
"Leilane Neubarth ja foi jornalista de qualidade, NJ, nao passa de uma fanatica hater contra o Bolsonaro.. ela e A Cristina Lobo sao INTRAGAVEIS",1
"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂GLOBOLIXO, NAZISTAS! A POPULAÇÃO DEVERIA VER O QUE REALMENTE A GLOBOSTA É . NUNCA MAIS SINTONIZAR NESTA MERDA.",1
MAIS UMA CANALHA DA GLOBO LIXO.,1
"Aqui , não ligo a Globo...mentirosa e articuladora do mal..",1
"Bem feito, que todos aqueles que tentam manipular as informações sejam desmentidos e envergonhados.",1
Leilane mentirosa fofoqueira vcs não prestam só fica atacando nosso Presidente jornalista da Globo 🐍🐍🐍🐍🐍🐍🐍🐍🐍,1
globo lixo não cansa de passar vergonha,1
"Papel ridículo dessa jornalista. Agressiva, tentando colocar palavras na boca do entrevistado.",1
Só passando vergonha esse bando de inútil,1
"@user lixo não cansa de passar vergonha, para tá ficando feio 😂😂😂😂😂😂😂😂😂😂😂",1
Frustrada sexual.,1
Globo lixo kkkk,1
"Olha o ódio dessa mulher, ela nem disfarça, toma mentirosa, a verdade sempre prevalecerá.",1
😂😂😂😂,1
Só sabem mentir. Faz um tempão que não assisto.,1
Essa Globo é uma bosta,1
🤣🤣🤣lixinho da globolixo!!,1
"Mais é muito cara de pau,sensacionalista e desinformada🤮🤮",1
Globo lixo acabou fim..🤣🤣🤣🤣,1
Da nojo de ver as deformação ttudo pra culpar Bolsonaro eita desgraça.,1
FICOU COM CARA DE TACHO.🤣🤣🤣🤣🤣🤣,1
"Que credibilidade tem? Não sabe nem se informar do assunto, resultado passando vergonha!",1
Sempre dando fora ! 🐴,1
Mulher imbecil,1
"Já deu pra globolixo,tá na HR de se aposentar,e deixar o jornalismo pra pessoas q querem da notícias verdadeiras,já nem assisto jornal da globolixo,a tantos anos sendo enganados por notícias mentirosas q cansamos.",1
Esse rapaz não foi eleito presidente voces estão se tornando imsuportaveis,1
"@user @user @user.zambelli @user , com a matéria de ontem divulgada no JN, sobre a suposta ligação do caso da deputada, então o que vejo e que todos sabemos que a globo criou um álibi, perfeito só que não. Agora já podemos ligar uma fato do Adélio, quem foi seu possível mandante, não resta Dúvida, pode ligar às coisas, primeiro a Globo defende de unhas e dentes uma narrativa do PSOL tentando ligar a família de Bolsonaro ao crime, segundo agora tenta criar esse álibi, mas fracassou. Podemos agora identificar o mandante do crime, Rede Globo, não resta dúvida, eles pagam advogados caros para defender o vagabundo para tirar a vida do PR. Porém Deus é maior, Não adianta, Globo, STF, Congresso, PSL, Esquerda, Centrão etc. Tentar contra Jair, Jair foi o todo Poderoso que o escolherá para governar o Brasil. Só por uma atitude dele, a de ser amigo de Israel, Deus é agraciado por Jair ser voto a favor de Israel, Jair vai ser novamente em 2022 nosso presidente. Viva o Brasil viva Israel!.",1
@user pega tua viola e sai fora ignorante de nível máximo.,1
Ridículo! Bosta ambulante. 🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊,1
Vc é motivo de piada na grande mídia...se não fosse seu pai quem seria vc??? Ainda bem q só votei no seu pai...sou Brasil acima de tudo...sou verde e amarelo com muito orgulho... agora não tem como aceitar calado o q e sua galera quer fazer no Brasil,1
É muito mimi. Sem noção 🙄,1
Vai ensinar seu gado a fritar hambúrguer 03?,1
@user falou do doido do Lobão??,1
"O Lobão traira foi na Leda e só falou m.....estava doidão.ele olhava para um lado só,como se alguem estivesse alí.",1
"Cara, essa Joice tá querendo ferrar com vcs junto com a ala Bivarista.",1
"Vejam que as décadas de empenho da Rede Globo de Televisão, em destruir as famílias tradicionais brasileiras. Tem afetado também os próprios promotores desta destruição, que lutam. Por um Brasil 100% drogado, pedófilo, gay, lésbico, bandido, criminoso e com satanás no coração. Todos os anos vemos artistas, funcionários da referida emissora sendo presos, internados por posse e uso de entorpecentes. Muitos definhando e falecendo por terem contraído doenças graves, sexualmente transmissíveis inclusive o HIV. Colhemos aquilo que plantamos!",1
Judeu dos infernos 🔥,1
Esse homem devia ser impedido de fazer programas e ser internado pra tratamento isso é inadmissível,1
Podre. Só lembro daquele bandido que falava pro repórter : morre! Diabo!,1
"Esse home.e ridiculo... Se a lei e para todos, ela merece ser aplicada em um caso desse!!!",1
Nojento!!!! Ninguém vai fazer nada??? Vai ficar por isso mesmo???,1
Silvio Santos lixo!!!!,1
Esse cara é ridículo!!!,1
Nojento 🤮,1
Velho pedófilo,1
Esse velho imbecil envergonha o Brasil.,1
Velho babão só fala as negras.,1
"É um fascista, escravocrata, manipulador e doente. Era para está presso!!!!",1
VELHO ESCROTO,1
Sem noção! Ministério público tira esse idiota do ar...,1
doente,1
Lixo,1
Pedófilo. Era a pergunta que você fazia para suas filhas na hora de dormir?,1
Nojo desse pedofilo desfarsado de bonzinho!,1
"Sr escroto, ja esta na hora desse Dinossauro se recolher pros aposentos dele em ORLANDO, onde vai gastar o dinheiro que ele ganha das jogatinas dele através do povo idiota, que compra os produtos de quinta que ele oferece.",1
Inconcebível! Asco!,1
Velho Babão,1
Velho depravado,1
NOJO!!!!!!!!!!!!!!!,1
Que absurdo! Cínico demais!,1
Ridículo esse senhor.,1
Nojo define.,1
Velho depravado!,1
Que ridículo,1
Vergonhoso.,1
Para que eu vou vomitar🤢,1
Velho Nojento...,1
PEDÓFILO,1
"Onde estão os malafaias, os crivellas, as damares, os felicianos? Bando de hipócritas, falsos moralistas!",1
Ele já foi caduco....há uns 10 anos atrás!!agora tá passando dos limites total!!!,1
Eca!😠😠,1
Ta maluco o veinho,1
A mãe ...vey... Eu dava na cara dele,1
Ridículo!!!!,1
Vergonha,1
Esse dinheiro sujo!,1
"Chega ser nojento,",1
Que nojo desse homem,1
Gente que doente !,1
nojo,1
NOJO,1
"@user vamos tesouro, ñ se misture com essa gentalha 🥺",1
Débil mental .,1
Cara nojento,1
"tem gente que acha normal , este velho virou um pedofilo na tv aberta, e tem gente que acha engraçado",1
Nojo,1
Esse velho tá louco,1
Esclerosado!,1
Idiota,1
"Parece gagá, mas sempre foi assim. É um nojento mau caráter mesmo. Mais um episódio grotesco desse cretino com crianças. e",1
Aff misericórdia 😱 já está gaga... Ridículo 😠,1
Que horror,1
VERGONHA,1
"Velho idiota, queria que ele tivesse perguntado pra minha neta.",1
Alguém tem que tirar esse cara nojento do ar!,1
"Esse velho tá ridículo já perdi todo o apreço por ele faz tempo , ele já se provou um velho louco por dinheiro e poder e chupa políticos que estão no poder .",1
Nojo,1
"Que coisa horrorosa, nunca teve conteúdo mesmo. Deprimente esse programa.",1
"Escroto ,nojento 🤮🤮🤮",1
Nojo demais desse cara.,1
"Que palhaçada é essa, ridículo demais",1
Um vagabundo,1
"Isso é. O cúmulo da estupidez, da ignorância e da falta de respeito. Velho safado! Vá criar vergonha e redimir-se de suas brincadeiras maléficas!",1
Eu não consigo dar play no vídeo de tanto nojo que sinto!,1
Velho ridículo 🤢🤮,1
E ninguém processa esse nogento,1
Desequilibrado! Até quandoo?,1
Aqueles tapinhas no braço da menina deveriam ser dado com muuuito mais força na cara desse BABACA!,1
Ridículo!!!,1
Náusea define,1
Dois inúteis só faltou o @user,1
Show de horror kkkkkkkkkk,1
Caiu em desgraça no PSL. TR CUIDA!@@,1
Você vai rir feito um condenado Haddad?,1
Só vim ler o choro dos gado,1
Aceitar comentários de Minions é de uma grandeza absoluta... só por isso tem meu voto eternamente,1
Vagabundos,1
Ele rouba tbm ?,1
Dois tipos sem graça!,1
Sem contar que a Globo Mandou Roubar a TV Cultura🌶🖤🦅,1
"Esse otario merece uma corretiva,,,vamos ver se é homem,, assim como é na língua,,, dá uma sova nele com um chicote de umbigo de boi até ficar mole no chão para aprender a respeitar as pessoas,,,, não vpide comparar as oessiasy como se fosse da família dele!",1
"Não entendo essa democracia que um imbecil que escreve isso contra uma autoridade não vai preso, não é processado e eles falam tudo q querem e ninguém faz nada. Absurdo isso. Se existisse um",1
"Vergonha o que fazem esses pseudos ptistas e permanecem impunes, isso é por que eles têm o STF, a câmara e senado ao seu favor, chega de canalhice.",1
Ridículo. Jornalista não é gente.,1
isso não é imprensa isso é abutres e o pior de tudo que muitos aí estão sendo pagos com dinheiro público dinheiro vindo de ONGs e de facções políticas criminosas disfarçadas de partidos políticos Essa é a pior parte.,1
"Que texto baixo, enojante. Esse pessoal da esquerda tá cada vez pior...",1
Como pode tamanha falta de respeito !,1
"Da nojo de jornalista desse nível de escalão, será que ele tem mãe, irmãs etc. não sei quem é porque um lixo desse nem precisamos conhecer.",1
"Calem esses covardes, canalhas com trabalho! Avante Ministra Damares",1
"Repugnante essa matéria, esse indivíduo precisa ser processado!",1
"De o nome desse imbecil, machista ,nojento, babaca 🤮🤮🤮, Sra MINISTRA, para q todas nós mulheres possa encher a caixa de mensagem dele de boas postagem esse jornalista idiota merece conhecer a força das mulheres. 🤬😡",1
"Carta capital, revistinha de banca, Sórdida!",1
Homem canalha! Sem vergonha,1
"Ele ataca as pessoas com fama pra ver se aparece Ministra . Atacou o jornalista Augusto Nunes também, apoiando o outro canalha americano.",1
Tudo que esse babaca falou da nossa Ministra ele queria q fosse com ele.,1
Ridículo,1
E esse verme q escreveu isso deveria ser punido..sem ética e sem moral..um verdadeiro imbecil .,1
"Que absurdo estamos vivendo no Brasil! Eu pergunto: não dá para processar esses idiotas por ofensa a moral de uma Ministra? Esperimenta xingar um funcionário público de qualquer porcaria de repartição pública, para ver onde vc vai parar! Então porque não se faz nada quando ofendem o Presidente ou qualquer dos seus auxiliares? Como podemos aceitar isso?",1
Manda prender esse babaca!!!!🤬🤬🤬🤬🤬,1
"❤️Ministra Damares a Senhora é uma mulher linda em tudo e abençoada por Deus. Este ser abjeto tentou atingi-la com as imundices peculiares a ele próprio. Continue este exemplo de ser humano iluminado que irradia luz por onde passa quem não tem competência, não se estabelece que ele aceite logo, talvez doa menos.kkkkkkk",1
A esquerda precisa ser criminalizada no Brasil... São demônios! 🤮,1
Esta revista é podre. Só os ratos dos esgotos mais imundos a leem,1
Quem falou isso deve ser um global que não sai do armário 👊 e tem esse desejo👊 nessa hora que tinha que intervir aqui e botar um merda desse no pau. ...,1
Triste ouvir isso de uma mídia podre.....ainda assim vem um jumento perguntar se ela vai sair do governo. MEU CARO JORNAZISTA vai pra puta que pariu.,1
"Por favor processe este escroto,energúmeno,mente capto,imundo,porco,em nome de todas as mulheres do Brasil,processe!",1
"É triste esses esquerdistas são doentes e as faculdades estão formando jornalista sem ética,caráter e pudor. 💩👺",1
"Falta de RESPEITO ao extremo desse infeliz repórter, JUSTIÇA nesse IMBECIL",1
"Ministra, filha do Deus altíssimo! Não te assuste com esses filhos de satanás! Eles só fazem barulho. Vc está coberta pelo sangue do cordeiro! Fica na paz querida! Deus, só dá grandes lutas, pra grandes guerreiros! Não te mandei Eu, ???? Seja forte, não temas!!!!",1
"Gente isso é muito criminoso! Chega! Tem que punir sem dó esses indivíduos de almas estragadas, para que o mal não contamine outras pessoas ...",1
Qual é o nome do jornalista ??? Tem que divulgar para fazer passar vergonha !!!,1
Cadeia pra esse reporte de meia tigela.,1
"A Ministra é especial , mulher de Deus !!! Tudo que é dr Deus o demônio odeia ! As pessoas que te atacam são instrumentos do demônio pra te atacar !! Descansa no Senhor 🙏",1
Jornalista asqueroso 😠😠😠,1
"INDIGNADAAAAAAA!!!!! onde vamos pararrrrrr.... Ahhhh se fosse com alguma petista, tipo Maria do Rosário!!! A imprensa marrom já teria feito a maior balbúrdia!!! ISSO TEM QUE ACABARRRR!!! 😡😡😡😡",1
a hipocrisia e uma coisa terrivel que faço questao de jogar na cara dos esquerdopatas q atacam a ministra,1
"Tenho engulhos desse covarde,canalha que escreveu isso sobre essa Ministra tão querida e Amanda!ele devia ser entregue a nós mulheres, nós íamos fazer uma massagem daquelas nele😂💪",1
Jornalistas são uns abutres que cruzaram com porcos. Chafurdam na lama sempre.,1
Todas essas agressões morais contra nossa ministra Damares é porque ela está fazendo o certo e incomodando muito esses esquerdopatas sem caráter. A imprensa marrom-cocô só se manifesta em apoio a quem é contra o governo. NADA JUSTIFICA agressões contra mulheres e menos ainda contra a melhor ministra de direitos humanos que o Brasil já teve!,1
Meu respeito a Ministra. Toda minha indignidade a imprensa suja que a persegue e a violenta.,1
A minha mais profunda empatia e solidariedade a nossa ministra. Pq esse bosta se acha no direito de sair ofendendo as pessoas desse jeito?,1
Canalha demais que faz uma coisa horrível dessa contra quem quer que seja,1
Esta Carta Capital é um lixo !,1
Parte da mídia brasileira.e podre de moral e ética.estrume da da noticia,1
"Que e esse imundo que se acha o moralista da conduta correta ? Deve ser um daqueles imorais , se achando gente do bem . No fundo tem medo de abrir a bíblia pq sabe o que faz da sua vida e pecaminoso . Pobre coitado de espírito e amor ao próximo .",1
Imprensa globalista se superando... inescrupulosos.,1
Quem foi o imbecil que esvreveu isso??,1
Nosso Deus 😢🤦 coitada. Que falta de respeito com ela e gratuitamente ainda. Essa esquerdalha é muito suja! Esses jornalistas lixos são realmente de QUINTA CATEGORIA.👎😠😠,1
"Esse safado tem que responder por isso em justiça, ou então na porrada sendo pegue nas ruas.",1
Imprensa imunda 🤦🏻‍♀️,1
"E as feministas mal amadas ? Defendem interesses, não a mulher, a irmã. Falsas ❗️",1
Ridículo estes jornalistas pervertidos. Processo neles Ministra.,1
Canalhas mil vezes 🤮,1
Tem que processar esses vagabundos. Não pode ficar só no embate. É processo e pronto,1
Processo nesses nojentos!,1
"Temos uma imprensa podre, jornalistas doentes mentais e sem capacidade de exercer e escrever artigos, uma vergonha, próprios jornalistas ficarem contra seu próprio país.",1
Nossa muito triste e estúpido temos q nos unir contra esses covardes 👏👏👏,1
"🇧🇷Isso não é um jornalista, muito menos o homem, mas sim um Cafajeste, um crápula, um bicho ruim de chifre, rabo e garfo na pata, um ABUTRE com um microfone na mão. Acho que nem a mãe dele ele respeita como mulher. Quanto mais senhora !",1
"Pro essa esse ordinário,pois deve ser acostumado a agredir as mulheres ,e nao to falando so de direita não,são todas as mulheres em geral,ou as de eskerda axam qe só tem mulher de direira?qe so mulheres de direita sofrem agressão?ele é um monstros disfarçado de jornalista,imagino oqe nao fala pra esposa(o)/namorada(o) seja la oqe for..espero qe nenhuma amiga ou familiar desse cidadão passe ou tenha passado por isso..",1
É um canalha tem que pagar por isso!,1
TJM ESSE CARA EU QUE é COLEGA POIS SE ELE FALA COM A SRA OU MELHOR ESCREVE MERECE MUITA PORRADA CADEIA PRA ELE SER ESTRUPADO POR UM MONTE DE CARA LÁ DENTRO,1
Isso é um endemoniado dos infernos,1
"Essa imprensa imunda precisa ser varrida desse país, e isso está nas nossas mãos.",1
Palavras de um CANALHA,1
Nojo desta imprensa!,1
"Um absurdo o que esse porco disse!!! Tenta colocar seu posicionamento com palavras inacessível à maioria das pessoas seus pensamentos inapropriados, agressivos e tóxicos. É um porco, irresponsável e intolerante.",1
"Esse que falou tal imbecilidade a nossa amável ministra, não",1
"Esse tal que falou tamanha asneira a nossa amável ministra, não é um homem e sim animal! Que Deus te abençoe nessa grande missão!",1
"Carta Capital!!!! É lixo!! Escrotos, Mal Amados, Vagabundos, Ordinários, Salafrários, Dementes, Demônios...e ficaria o dia todo escrevendo sobre vcs seus fdps",1
"Repugnante essa 😤😤 isso não pode ficar assim, se trata de um ataque pessoal... a Ministra!",1
"Gente pelo amor de Deus,cadê as feministas que só serve pra colocar os peito de fora,porque a ministra não denuncia esse jornalista,ele a ofendeu profundamente,na verdade ele ofendeu nos mulheres,que absurdo como um homem pode falE isso pra uma mulher,ministra,se não começar a denunciar esses lixos,eles vão achar que pode tudo,eu me senti agredida com o que esse Leco escreveu.",1
nojo dessa imprensa nacional,1
Puta merda... como são covardes! Tem que ser muito forte pra aguentar isso!😢 Essas pessoas não valem nada... Força ministra!,1
Tem que pegar o cara que escreveu essa matéria a dar um taca nesse verme. Bater nele até ele perder o caminho de casa. Prender ele na cadeia e quando soltar ele lá dizer que ele estuprador aí ele vai aprender a dar valor.,1
"Liga Ministra a Senhora tem a admiração e respeito dos brasileiros de bem, processa este crápula nojento 🤮🤮🤮🤮🤮",1
Meu DEUS que horror... Esses esquerdopatas não sabem o que é RESPEITO.,1
Tem q prender logo esse marginal,1
Lula você é um agitador você tem que ser preso novamente o quato antes,1
Com o pode este criminosso vagabundo ainda não está presso,1
🐭 rato descarado 🐭🐭🐭,1
"Num primeiro momento eu fiquei triste com a liberdade do molusco, mas agora vendo isso fico feliz pois o povo brasileiro vai entender o que representa este partido. Um líder que pede a violência! Que chama um herói nacional de bandido. Enfim, o tempo irá dizer. Molusco se arrenda diante de Deus, só ele tem poder para salvar sua alma.",1
A única coisa que o lula irá provar ..é como se apodrece na cadeia estando milionário de tanto roubar o povo. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1
Lulalixo da nojo de ouvir esse cara😁😁,1
MEU DEUS!!!!! ESSE VERME TEM QUE SER CALAFO.,1
Segura o velho que ele tá vedado.,1
Sou Bolsonaro e nao abro mão nunca. Você é im bêbedo e presidiário solto Sr Lula lavagem cerebral dos pobres de espírito. 😡,1
Psicopata cara de pau Usa as pessoas carentes pra roubar a nação,1
"Idiota, luladrao",1
"Incitando o ódio a guerra ,vandalismo😒",1
Canalhas,1
Lula canalha,1
Esse carniça 💩👿 podre 💩💩 🐍🐭🦑🚓🚓🚓🚓 essa praga tem fome de poder e dinheiro público roubado.,1
Trancafia esse baderneiro de novo.,1
"Esses esquerdopatas estão amarrados, amordaçados, estão vencidos e destruídos em Nome dO Senhor JESUS CRISTO 🙏AMÉM E AMÉM 🙏",1
Esse homem está louco,1
Lula vagabundo e bandido !!!,1
Cara vagabundo !!😡😡😡😡,1
Até quando vamos aguentar esse ladrão solto incitando o terror !,1
Babaca!,1
"Não entendo. Por que não o prenderam imediatamente por incitação à violência? Quanto mais tempo ele passar livre, pior para a Nação!",1
Esse ser deve voltar para a cadeia por incitar a violência. Ele é toda cambada dele,1
Tem que voltar para a cadeia ir para a cela e perder a chave.,1
"Agora vc me diz, esse velho filho da puta quer lutar pelo que? Se as coisas estão começando a andar.",1
"Se esse canalha quer luta, que venha lutar pra ver se nós somos o povo passivo do Chile e da Argentina... Ele verá quero verdadeiro filho do Brasil não foge a luta! Tenho nojo até de ver imagens dele. Vagabundo. Ladrão!",1
Criminosos. ( pode vir eu estou pronto).,1
"Canalha,bandido falando em recuperar um país que ele destruiu,e alguns idiotas gritando,deve estar bêbado já.....",1
Louco,1
"e ninguém faz nada com esse crápula, estou indignada!",1
"ESSE VERME ENGANA OS JUMENTOS,E MENTE QUANDO CITA A BOLIVIA,POIS LA,É O MESMO POVO DE BEM QUE NÃO AGUENTAVA MAIS O AMIGUINHO DELE FERRANDO COM A NAÇÃO. MAIS UM MOTIVO PARA O POVO BRASILEIRO E O EXEECITO CRIAREM VERGONHA NA CARA E TOMAR-MOS UMA ATITUDE CONTRA ESSES LIXOS.",1
"A população do bem sempre vai prevalecer a esses PETRalhas,se forem fazer baderna vamos responder à altura",1
Cadeia nesse verme!,1
Esse vídeo e imundo,1
O nojo,1
Esse bandido tem que voltar é pra cadeia😡😠,1
Como é que pode um cara desses falando do juiz Moro? Falta de respeito. Devia criar vergonha na cara,1
Interna ele junto com o Adélio está louco 🤣🤣🤣🤣🤣,1
"Filhos de uma amada e bem aventurada,"" incentivando a desordem e o caos... mandar o Adélio botar chumbinho na cachaça que ele toma!",1
Abatam esse verme!,1
Devia ser preso novamente esse bandido ao falar isso!,1
"Deus seja com todos que repudiam essas atitudes satânicas, esses adoradores do diabo não diminarão nunca mais a nossa nação, aqui se levantou um povo que ama a Deus acima de tudo e o Brasil acima de todos!!!",1
Que maldito esse ser...😬😤.,1
Esse criminoso é uma aberração.,1
"Esse lula é um demônio,tem que ser preso novamente 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",1
Larápio canalha,1
Esse verme tem que voltar prá cadeia!!!,1
"Incitação do ódio, muito típico de vagabundos como Lula e Maduro. Como sempre nada mudou, devia ter ficado encarcerado em uma penitenciária comum, pois não tem né",1
Nessa hora a mão que segura o porrete chega treme,1
Nojo desse bandido,1
Canalha.. Bandido.. quer ver sangue de irmãos brasileiros.. para satisfazer seu ego .. Bandido.,1
Esse homem é diabólico,1
"Que bandido ousado. Imagina se Bolsonaro falasse uma barbaridade dessas a esquerdalha burra caia de pau, mas foi o jumento que incitou a baderna eles aplaudem , porque tal pai ou seja , tal jericó tal os seguidores.",1
Apenas um bêbado falando!,1
"Esse filho da puta quer é uma guerra no Brasil,esse cara é um psicopata tem que prender esse crápula,isso é um perigo pra sociedade brasileira",1
Louco!!,1
Esse bandido devia ser fuzilado,1
Esse bosta tem q voltar pra cadeia já!,1
"Lula é um criminoso de corpo, alma e espírito. É um homem demoníaco!!!!!",1
Lula lixo 🗑,1
Luladrão ! Canalha!,1
"Deus onrre nosso governo. E parabéns pela perseverança, nunca desista do Brasil estamos com vocês, o Brasil precisa de pessos de coragem para enfrentar o militantes vermelho.",1
Esse é incendiário,1
Sérgio Moro..mande prender esse canalha ele está fazendo incitação a violência,1
Sério isso .... Ele é doido,1
Vagabundo criminoso,1
Deus nos livre dos psicopatas,1
"Cara de pau ! não desiste de atormentar o brasileiros , sai em nome de jesus👑 😍",1
Excremento! Escória!,1
Ninguém vai calar essa imundice?,1
▪DE QUE HONRA ÊSSE MERD...ESTÁ FALANDO!???,1
Filho da puta vagabundo!,1
"Se tiver que lutar pelo futuro dos meus filhos e a melhoria do meu país , eu volto para as forças armadas sem salário e ajudo a combater a esquerdalha.",1
"Que nojo dessa gentalha da esquerda, são o submundo do mal!!😡",1
Velho maluco tem que botar para a cadeia.,1
Lula desgraçado,1
Esse verme tem que ir preso de verdade. Ele está tentando fazer uma revolução em nosso país.,1
"Cretino este homem. Ele é do mal, cada dia mais tem provado isso. Mas Deus é Senhor, e há de dar a vitória a quem O segue!",1
Na cadeia se fazia de coitadinho e abaixava a cabeça. Agora... Voltou o Lula Raiz. Medo desta turma hein?!,1
Tranqueira,1
"Não consigo ouvir a voz deste lula,repúdio total da cara dele e voz dele😡😡😡😡",1
Nojo desse.verme,1
Esse lula e um merda,1
Condenado cale sua boca,1
"Foi prá isso quê o Lula ladrão foi solto?? Quê vergonha, Brasil..",1
Picareta vai pro inferno verme nojento 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,1
"Luladrao incentivando a violência,absurdo em sortear esse lixo",1
Tem que prender por incitação a violência.,1
Lula é um vagabundo safado,1
Tem q voltar pra cadeia de onde não deveria ter saído. É uma ameaça para o 🇧🇷,1
Essa porra eh o diabo,1
Esse 💩tem que provar é a sua inocência (não tem como provar) e não atacar o Moro.,1
Este canalha estar livre é uma vergonha.,1
Tá repreendido seu Lula demônio.,1
Diabo em pessoa esse ladrão safado,1
ESTE CANALHA NÃO PODE FICAR SOLTO .GRAÇAS A ESTE STF COMPOSTO PORINCOMPETENTES METADE COM RABO PRESO A DEFENDER BANDIDOD Q PODEM AGREDIR DOM FRASES TERRIVEIS NOSSO PRESIDENTE E SEUS MINISTROS INCLUSIVE ESTE BEBADO DECREPTO AGRIDE O MINISTRO MORO COM PALAVROES NÃO ACONTECE NADA MAIS DAÍ A INVESTIGAR MINISTRO DO STF. NAO PODE. Q DEMOCRACIA É ETA?,1
"Pra tinha que emudecer esse canalha ladrao safado, tem que lavar isso que ele chama de boca pra falar de. Moro",1
Como me espanta esse Bandido poder falar desse jeito de uma autoridade e nada ser feito contra ele ???? Pq essa blindagem ao Lula ????,1
"Quem vai dar lado para imundice dessa,🤮🤮🤮",1
Louco...psicopata...sem noção....seu lugar eh atrás das grades...inflamando o povo rebelde contra a nação.... porque vocês não vão morar no vou ME.. .na Bolívia.. .em Cuba.. .como militantes despatriados?,1
Não consigo entender...o porque que esse homem zomba na cara da justiça e dos brasileiros do jeito que ele faz....dá nojo esse tipo🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮homem irritante...sem noção esse lula ladrão,1
Eles são canalhas.. Covardes.. Destruíram nosso país.. Nos roubaram descaradamente.. Não se importam nem um pouco com nossa nação.. Apenas buscam seus próprios interesses e são doentes pelo poder.. Querem estar no controle.. Querem o poder a qualquer custo!.. Nós não recuaremos.. Nós venceremos!.. E eles serão envergonhados!... 🇧🇷🇧🇷,1
Esse lixo é nocivo a paz e a saúde de nossa nação,1
Demônio 🤬,1
Desgraçado este Luladrão..mas aqui não é o Chile..e a maioria do povo é BOLSONARO,1
"deixar esse indivíduo solto ele pensa q pode falar oq ele quer recole ele atrás das grades e não de mais liberdade,Moro esta esperando oq ?",1
Deixa estes ladrão solto só pode dar em baderna,1
Canalha,1
"Vamos varrer o PT do nosso país. Estamos juntos nessa querra, nosso país jamais será uma Venezuela.",1
58 milhões de Brasileiros votou em Bolsonaro e esse bandido se acha dono desse país,1
"Vamos continuar lutando pra defender nosso país contra esses bandidos,bom este vídeo 👏👏👏👏",1
LSN NESSA CORJA DE VAGABUNDOS,1
Vergonha...,1
Meu Deus!! Isso já é motivo de sobra para esse verme voltar para a jaula!,1
Podridão não tem limites com esse pessoal ligado ao BOLSOASNO.,1
Judas 🔥🔥🔥🔥🔥🔥😢😢😢😢,1
Se elegeu as nossas custas,0
A Dilma chilena 🤢🤢🤢🤮🤮,0
Andreia Sadi! Vai firme presidente...sempre defendendo a nossa soberania...estamos resgatando o Brasil que estava sendo entregue ...,0
"Boa pergunta, !!!!",0
"Bom dia Carla.comentei na sua pagina,sobre está tal de Bachelet,mas escrevi sem apontuação ficou um tanto esquesito,escrevi 👏👏👏 carla musa do psl,ai veio o meu comentario,descupa sou teu fá.",0
"Quem é essa, mesmo? Hummmm",0
Dilma chilena kkkkk,0
Isso mesmo Carla...boa pergunta... Pq em bachelet,0
Verdade,0
Sem comentários!,0
